,Acc,NumCorrect,NumPredicted,AccMatched,NumCorrectMatched,NumPredictedMatched
xvector,0.929359062715369,2697,2902,0.930172730613745,2531,2721
ivector,0.919444444444444,2648,2880,0.926568758344459,2082,2247
frame,0.914544820369724,2622,2867,0.926042133572389,2066,2231
mfa_base,0.741788321167883,1626,2192,0.741896024464832,1213,1635
mfa_train,0.877345537757437,1917,2185,0.888613861386139,1436,1616
interrater,0.937849162011173,2686,2864,0.935988090807592,2515,2687
